"ID","S1_Progress","S2_Progress","S1_Attention1","S1_Attention2","S1_Attention3","S1_AttentionFailed","S2_Attention1","S2_Attention_2","S2_Attention_3","S2_AttentionFailed","Gender","Gender_TEXT","Ethnicity","Ethnicity_TEXT","Education","Religion","Religion_9_TEXT","Hel_Pr1","Hel_Pr2","Hel_Pr3","Hel_Pr4","Hel_Pr5","Hel_Pr6","Hel_Pr7","Age","Rrel_exp4","ICQ1","ICQ2","ICQ3","ICQ4","ICQ5","ICQ6","ICQ7","ICQ8","ICQ9","ICQ10","ICQ11","ICQ12","ICQ13","ICQ14","ICQ15","RecFP_1","RecFP_2","RecFP_3","RecFP_4","RecFP_5","RecFP_6","RecFP_7","RecFP_8","AuthFP_1","AuthFP_2","AuthFP_3","AuthFP_4","AuthFP_5","AuthFP_6","AuthFP_7","AuthFP_8","Ethnicity_Chinese","Hel_Avg","SCavg","Initiation","SelfDisc","NegAssr","EmoSup","ConfMan","RecFP","AuthFP"
370,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Indian",NA,"Bachelor’s degree","Christianity",NA,2,2,2,2,2,1,1,28,0,2,3,2,3,2,2,4,2,4,3,1,1,4,4,4,5,4,4,5,6,6,6,5,1,3,5,1,3,5,2,1,"Not Chinese",1.71428571428571,2.73333333333333,2.33333333333333,1.66666666666667,2.33333333333333,3.33333333333333,4,41,21
380,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,2,2,4,4,2,2,30,0,2,2,2,2,1,2,2,2,3,1,2,2,3,3,3,5,3,5,4,6,4,6,4,4,3,5,4,5,5,2,4,"Chinese",2.85714285714286,2.13333333333333,2,1.66666666666667,1.66666666666667,2.33333333333333,3,37,32
381,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Taoism",NA,4,4,4,2,2,5,2,25,3,3,3,3,2,3,3,3,4,4,4,3,2,3,3,3,6,4,6,5,5,6,6,6,4,1,3,1,5,5,2,2,"Chinese",3.28571428571429,3.06666666666667,3,3,2.66666666666667,3.66666666666667,3,44,23
382,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Professional degree","Other, please specify:","None",3,3,2,2,2,3,3,25,0,2,2,2,2,1,1,3,4,4,1,1,1,2,2,2,6,5,6,5,5,6,6,5,3,3,4,3,5,4,3,2,"Chinese",2.57142857142857,2,2,1,1.33333333333333,3.66666666666667,2,44,27
395,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,3,4,3,3,3,3,1,33,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,1,5,4,4,4,4,3,6,3,4,1,1,1,1,3,1,1,"Chinese",2.85714285714286,2.66666666666667,2.33333333333333,3,3,3,2,33,13
407,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Atheism",NA,1,5,5,5,5,2,5,31,3,2,1,3,2,1,2,3,2,3,1,1,1,2,1,2,5,5,5,5,5,6,6,6,3,5,5,1,4,2,2,1,"Chinese",4,1.8,2,1,1.66666666666667,2.66666666666667,1.66666666666667,43,23
415,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,4,4,4,4,4,2,30,0,1,1,1,1,2,1,2,3,4,3,2,3,3,3,4,6,5,6,6,6,6,6,6,5,2,4,4,4,3,2,2,"Chinese",3.71428571428571,2.26666666666667,1,2.66666666666667,1.33333333333333,3,3.33333333333333,47,26
427,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"College/Pre-university graduate","Islam",NA,4,1,2,4,2,1,2,33,0,1,1,1,3,3,4,4,4,4,2,2,2,3,3,2,5,4,5,5,5,6,6,4,4,1,4,4,3,3,1,1,"Not Chinese",2.28571428571429,2.6,1,2,3.33333333333333,4,2.66666666666667,40,21
431,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Master’s degree","Christianity",NA,2,2,2,4,4,2,2,33,0,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,6,5,6,6,5,6,6,5,1,2,3,3,1,4,1,1,"Chinese",2.57142857142857,1.73333333333333,1.66666666666667,2,1,2,2,45,16
437,100,100,"Disagree","Neither agree nor disagree","Agree","No","Slightly important","Often","Moderately so","No","Male",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,2,2,2,2,2,2,2,31,4,2,1,1,2,2,2,3,3,3,3,2,1,3,3,3,5,5,5,5,5,5,6,5,3,1,4,3,4,2,1,1,"Not Chinese",2,2.26666666666667,1.33333333333333,2,2,3,3,41,19
446,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Other, please specify:","Mixed - Indian/Chinese, does it make a difference in this survey?","High school graduate","Atheism",NA,4,4,2,4,3,2,2,25,3,2,1,2,2,3,2,3,3,4,4,4,3,3,3,4,5,4,4,4,4,4,5,4,1,1,1,1,1,1,1,1,"Not Chinese",3,2.86666666666667,1.66666666666667,3.66666666666667,2.33333333333333,3.33333333333333,3.33333333333333,34,8
28,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,5,5,5,4,3,4,4,39,1,2,2,1,4,4,4,3,3,3,4,4,4,3,3,2,5,2,5,5,3,6,6,4,5,2,4,2,2,1,5,1,"Chinese",4.28571428571429,3.06666666666667,1.66666666666667,4,4,3,2.66666666666667,36,22
32,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite important","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,5,4,4,1,1,5,1,27,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,6,6,6,6,6,6,6,6,1,4,3,1,6,4,1,1,"Chinese",3,3.6,4,4,4,4,2,48,21
34,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,5,2,1,2,3,1,1,26,3,3,4,1,4,3,3,4,4,4,2,2,1,3,3,2,4,4,5,4,5,5,6,5,4,3,4,2,3,5,3,3,"Chinese",2.14285714285714,2.86666666666667,2.66666666666667,1.66666666666667,3.33333333333333,4,2.66666666666667,38,27
73,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"Bachelor’s degree","Agnosticism",NA,4,4,3,3,3,4,4,27,2,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,"Not Chinese",3.57142857142857,2.53333333333333,2,3,2.33333333333333,2.33333333333333,3,32,28
81,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Master’s degree","Islam",NA,3,3,2,2,3,2,3,25,1,3,3,3,4,4,3,4,4,4,3,2,2,4,4,4,4,3,4,2,3,4,5,3,2,1,1,1,2,1,1,1,"Not Chinese",2.57142857142857,3.4,3,2.33333333333333,3.66666666666667,4,4,28,10
86,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Indian",NA,"Bachelor’s degree","Atheism",NA,4,4,5,5,5,4,4,32,2,3,1,2,3,2,3,2,3,2,3,3,1,2,2,2,4,3,4,4,3,2,3,3,2,1,3,1,2,2,1,1,"Not Chinese",4.42857142857143,2.26666666666667,2,2.33333333333333,2.66666666666667,2.33333333333333,2,26,13
98,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,2,3,2,5,2,1,1,31,4,3,1,1,3,4,3,4,3,3,2,3,3,3,2,1,6,5,6,6,6,6,6,6,5,1,5,2,5,4,4,1,"Not Chinese",2.28571428571429,2.6,1.66666666666667,2.66666666666667,3.33333333333333,3.33333333333333,2,47,27
99,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Other, please specify:","Half-Chinese, Half-Malay","Master’s degree","Agnosticism",NA,4,5,3,3,2,4,4,27,3,3,1,3,3,2,3,2,2,3,3,3,3,3,2,3,6,5,6,5,6,6,6,5,1,1,3,1,5,1,1,1,"Not Chinese",3.57142857142857,2.6,2.33333333333333,3,2.66666666666667,2.33333333333333,2.66666666666667,45,14
120,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,2,2,2,3,4,1,31,5,3,3,2,1,1,1,1,2,2,3,3,4,3,1,1,5,3,4,4,4,4,6,4,2,1,3,2,2,2,1,1,"Chinese",2.57142857142857,2.06666666666667,2.66666666666667,3.33333333333333,1,1.66666666666667,1.66666666666667,34,14
130,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,4,3,5,4,3,3,27,4,3,1,2,2,2,2,2,3,3,3,2,3,3,2,4,5,5,5,4,5,5,6,4,2,4,4,2,3,4,1,2,"Chinese",3.71428571428571,2.46666666666667,2,2.66666666666667,2,2.66666666666667,3,39,22
136,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Atheism",NA,2,3,2,3,2,2,1,26,0,3,1,3,1,2,1,3,3,3,3,3,3,2,3,3,4,4,6,5,6,5,6,5,4,2,2,3,5,4,1,1,"Chinese",2.14285714285714,2.46666666666667,2.33333333333333,3,1.33333333333333,3,2.66666666666667,41,22
138,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,4,4,4,4,4,5,31,4,3,2,4,2,1,1,4,4,3,4,3,4,3,3,2,6,5,6,5,5,6,6,6,2,2,4,2,4,4,4,1,"Chinese",4.14285714285714,2.86666666666667,3,3.66666666666667,1.33333333333333,3.66666666666667,2.66666666666667,45,23
153,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Indian",NA,"Bachelor’s degree","Hinduism",NA,2,4,4,2,4,3,4,28,3,3,4,2,3,3,4,4,4,4,2,3,4,4,3,4,5,5,5,5,4,5,5,5,3,1,2,1,2,4,2,1,"Not Chinese",3.28571428571429,3.4,3,3,3.33333333333333,4,3.66666666666667,39,16
165,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,5,4,4,4,4,2,2,27,0,1,2,2,2,2,2,3,4,3,2,2,2,3,2,3,5,4,5,4,4,6,6,4,4,1,3,2,1,4,3,1,"Chinese",3.57142857142857,2.33333333333333,1.66666666666667,2,2,3.33333333333333,2.66666666666667,38,19
199,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Professional degree","Buddhism",NA,4,2,2,4,4,4,4,25,0,3,3,3,1,3,3,3,3,3,3,3,2,3,3,2,6,5,6,6,5,6,6,6,1,2,2,2,4,2,1,1,"Chinese",3.42857142857143,2.73333333333333,3,2.66666666666667,2.33333333333333,3,2.66666666666667,46,15
210,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Agnosticism",NA,2,4,2,2,2,4,3,26,3,4,4,3,1,1,1,2,2,4,4,4,3,2,4,4,6,6,5,5,5,6,4,4,1,1,1,3,2,3,1,1,"Not Chinese",2.71428571428571,2.86666666666667,3.66666666666667,3.66666666666667,1,2.66666666666667,3.33333333333333,41,13
213,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Master’s degree","Islam",NA,4,2,2,5,3,4,1,30,2,3,1,1,2,3,2,2,3,4,2,2,2,1,3,2,6,6,6,6,6,6,6,6,3,1,5,2,5,6,2,2,"Not Chinese",3,2.2,1.66666666666667,2,2.33333333333333,3,2,48,26
216,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Other, please specify:","Chinese + Indian","Bachelor’s degree","Other, please specify:","Bahai'",2,5,1,4,1,2,2,25,4,4,2,4,2,3,3,4,3,4,2,4,2,4,4,3,6,5,6,5,6,6,6,5,1,1,1,1,2,1,5,1,"Not Chinese",2.42857142857143,3.2,3.33333333333333,2.66666666666667,2.66666666666667,3.66666666666667,3.66666666666667,45,13
220,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"College/Pre-university graduate","Atheism",NA,4,1,1,4,3,2,1,25,4,3,2,3,1,1,1,3,3,3,3,3,3,3,3,3,6,5,6,6,5,5,5,4,2,1,4,2,1,2,3,1,"Chinese",2.28571428571429,2.53333333333333,2.66666666666667,3,1,3,3,42,16
228,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Indian",NA,"College/Pre-university graduate","Atheism",NA,3,4,5,5,5,4,5,25,3,3,1,2,2,2,2,3,2,4,4,3,3,4,4,3,6,5,5,5,6,6,6,4,3,1,3,4,1,3,1,1,"Not Chinese",4.42857142857143,2.8,2,3.33333333333333,2,3,3.66666666666667,43,17
229,100,100,"Disagree","Neither agree nor disagree","Agree","No","Slightly important","Often","Moderately so","No","Female",NA,"Indian",NA,"Bachelor’s degree","Hinduism",NA,5,5,2,4,2,4,4,27,5,3,3,3,2,2,3,3,4,4,3,4,3,4,4,3,6,4,4,5,6,5,6,4,1,2,5,5,4,4,3,1,"Not Chinese",3.71428571428571,3.2,3,3.33333333333333,2.33333333333333,3.66666666666667,3.66666666666667,40,25
232,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,2,4,3,4,3,3,2,27,3,3,1,1,3,3,3,3,3,2,1,2,3,2,3,2,6,4,6,4,5,5,6,5,2,3,3,2,1,1,1,1,"Chinese",3,2.33333333333333,1.66666666666667,2,3,2.66666666666667,2.33333333333333,41,14
233,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,3,2,1,5,3,3,1,26,1,3,1,4,4,4,3,4,3,2,4,3,3,4,4,3,5,3,6,5,5,5,6,5,4,2,4,2,4,6,6,1,"Not Chinese",2.57142857142857,3.26666666666667,2.66666666666667,3.33333333333333,3.66666666666667,3,3.66666666666667,40,29
238,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Professional degree","Christianity",NA,4,2,2,4,2,2,3,36,5,4,3,4,3,2,2,3,4,3,3,3,3,2,4,3,5,4,6,4,5,6,6,5,2,2,4,2,3,2,1,1,"Chinese",2.71428571428571,3.06666666666667,3.66666666666667,3,2.33333333333333,3.33333333333333,3,41,17
248,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Master’s degree","Christianity",NA,1,2,1,3,2,1,1,36,0,2,2,3,3,3,3,4,4,4,3,4,3,3,3,3,6,5,5,5,5,5,6,5,3,3,2,2,2,5,1,1,"Chinese",1.57142857142857,3.13333333333333,2.33333333333333,3.33333333333333,3,4,3,42,19
268,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,2,5,4,3,3,2,5,25,0,3,2,1,3,3,3,4,3,3,3,4,3,3,3,2,2,3,4,5,2,4,5,4,4,4,3,5,4,4,1,3,"Chinese",3.42857142857143,2.86666666666667,2,3.33333333333333,3,3.33333333333333,2.66666666666667,29,28
270,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,2,2,4,2,2,2,25,4,2,3,3,2,2,2,3,3,3,3,3,3,3,4,3,6,5,6,5,6,6,6,6,3,1,5,2,5,4,1,4,"Chinese",2.57142857142857,2.8,2.66666666666667,3,2,3,3.33333333333333,46,25
273,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Agnosticism",NA,4,4,2,4,4,2,2,28,4,2,2,2,3,2,2,3,3,3,3,2,2,3,3,3,6,5,6,6,6,6,6,5,3,2,3,3,4,5,3,2,"Chinese",3.14285714285714,2.53333333333333,2,2.33333333333333,2.33333333333333,3,3,46,25
283,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"High school graduate","Other, please specify:","Non",4,1,1,5,5,2,1,30,1,2,1,1,1,1,1,2,2,2,1,1,1,4,3,2,6,6,6,6,6,6,6,6,5,5,6,3,6,1,1,1,"Chinese",2.71428571428571,1.66666666666667,1.33333333333333,1,1,2,3,48,28
306,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Other, please specify:","raised christian, but secretly agnostic",2,5,4,4,4,3,2,27,4,3,1,1,2,1,2,2,2,2,2,2,2,1,2,3,3,2,3,4,4,2,5,3,4,2,2,2,3,4,1,1,"Chinese",3.42857142857143,1.86666666666667,1.66666666666667,2,1.66666666666667,2,2,26,19
324,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite important","Often","Moderately so","No","Male",NA,"Indian",NA,"Bachelor’s degree","Christianity",NA,4,1,1,5,3,2,1,27,3,2,1,3,1,3,3,2,1,4,2,3,2,4,4,4,6,5,6,6,6,6,5,6,2,1,3,2,5,5,6,2,"Not Chinese",2.42857142857143,2.6,2,2.33333333333333,2.33333333333333,2.33333333333333,4,46,26
341,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite important","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,2,4,2,2,1,2,1,29,0,3,1,3,2,1,2,4,4,4,2,2,2,2,2,4,5,4,6,5,5,6,6,4,2,1,3,2,4,4,1,1,"Chinese",2,2.53333333333333,2.33333333333333,2,1.66666666666667,4,2.66666666666667,41,18
343,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Less than high school","Buddhism",NA,4,4,2,4,2,4,4,39,3,4,4,4,4,4,4,4,4,4,2,4,3,4,4,3,6,6,6,6,6,6,6,6,5,3,4,5,5,4,5,2,"Chinese",3.42857142857143,3.73333333333333,4,3,4,4,3.66666666666667,48,33
348,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,2,2,2,2,2,2,2,30,3,4,3,2,3,3,3,4,3,3,4,3,3,4,3,3,4,3,4,4,3,5,6,5,2,1,2,1,3,3,2,1,"Chinese",2,3.2,3,3.33333333333333,3,3.33333333333333,3.33333333333333,34,15
354,100,100,"Strongly disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,4,2,5,1,5,4,25,2,4,4,2,4,3,2,4,4,4,4,3,3,4,4,4,6,6,6,6,6,6,6,6,5,2,5,5,2,5,5,3,"Chinese",3.57142857142857,3.53333333333333,3.33333333333333,3.33333333333333,3,4,4,48,32
356,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Master’s degree","Islam",NA,4,2,2,4,4,4,2,31,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,4,6,5,6,6,5,5,6,6,4,3,4,3,4,5,4,5,"Not Chinese",3.14285714285714,3.06666666666667,2.66666666666667,3.33333333333333,3,3,3.33333333333333,45,32
375,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Taoism",NA,4,2,4,1,4,5,3,28,2,2,1,2,2,2,2,3,3,3,3,2,3,1,2,3,6,5,5,5,5,6,6,4,4,2,3,4,2,4,5,1,"Chinese",3.28571428571429,2.26666666666667,1.66666666666667,2.66666666666667,2,3,2,42,25
383,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Other, please specify:","Siamese","Professional degree","Buddhism",NA,4,1,1,4,4,1,1,29,5,3,3,3,4,2,2,4,4,4,3,3,3,3,4,1,4,4,5,3,4,4,6,4,2,1,2,1,1,1,6,1,"Not Chinese",2.28571428571429,3.06666666666667,3,3,2.66666666666667,4,2.66666666666667,34,15
394,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,2,2,1,4,2,3,5,31,0,2,1,1,2,1,1,4,3,4,3,1,2,4,3,4,6,6,6,6,6,6,6,6,5,1,5,3,5,5,5,1,"Not Chinese",2.71428571428571,2.4,1.33333333333333,2,1.33333333333333,3.66666666666667,3.66666666666667,48,30
397,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"College/Pre-university graduate","Islam",NA,3,1,3,3,5,2,3,36,5,2,3,4,2,4,4,3,3,2,2,4,4,2,1,2,6,4,5,5,4,6,4,4,4,2,6,5,6,6,3,2,"Not Chinese",2.85714285714286,2.8,3,3.33333333333333,3.33333333333333,2.66666666666667,1.66666666666667,38,34
401,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Master’s degree","Islam",NA,3,2,2,3,2,2,2,29,0,3,2,1,2,3,3,4,4,4,2,2,4,3,2,3,6,5,6,6,6,6,6,6,3,2,6,2,3,5,3,2,"Not Chinese",2.28571428571429,2.8,2,2.66666666666667,2.66666666666667,4,2.66666666666667,47,26
414,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,5,3,2,2,3,2,27,2,3,2,1,1,1,1,2,3,2,3,3,3,2,2,2,6,5,5,6,6,6,6,6,4,3,3,1,4,3,1,3,"Chinese",3,2.06666666666667,2,3,1,2.33333333333333,2,46,22
419,100,100,"Disagree","Agree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Doctorate","Christianity",NA,4,4,4,4,2,4,4,34,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,6,6,6,6,6,6,6,6,3,1,4,1,4,4,4,4,"Chinese",3.71428571428571,2.6,2.66666666666667,2,3,3,2.33333333333333,48,25
420,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,4,4,4,4,4,4,4,25,4,3,1,2,4,1,3,3,3,3,1,3,2,3,3,1,6,5,5,5,6,5,6,5,4,1,5,1,5,4,2,3,"Not Chinese",4,2.4,2,2,2.66666666666667,3,2.33333333333333,43,25
429,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,4,4,2,4,1,3,2,34,0,1,1,1,1,2,3,3,3,2,3,3,3,1,3,3,6,5,5,5,5,6,6,5,4,3,4,4,5,4,5,2,"Not Chinese",2.85714285714286,2.2,1,3,2,2.66666666666667,2.33333333333333,43,31
438,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Professional degree","Islam",NA,2,1,1,2,2,2,1,29,0,3,3,4,3,3,3,3,4,3,2,2,2,3,3,3,6,6,6,6,5,5,6,5,2,1,4,3,5,3,1,1,"Not Chinese",1.57142857142857,2.93333333333333,3.33333333333333,2,3,3.33333333333333,3,45,20
439,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,2,2,2,1,2,3,1,33,3,2,2,3,3,3,3,3,3,3,4,4,4,4,3,3,5,5,5,5,4,5,6,5,4,1,2,2,5,4,2,2,"Chinese",1.85714285714286,3.13333333333333,2.33333333333333,4,3,3,3.33333333333333,40,22
444,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Doctorate","Christianity",NA,4,4,3,3,4,4,4,39,0,1,1,1,1,1,1,2,3,3,1,2,2,2,3,3,5,3,4,4,4,4,3,4,4,3,3,3,2,4,1,3,"Chinese",3.71428571428571,1.8,1,1.66666666666667,1,2.66666666666667,2.66666666666667,31,23
445,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Master’s degree","Christianity",NA,4,2,4,3,2,5,2,32,3,3,3,2,4,3,4,1,1,2,3,3,2,3,3,2,6,4,4,5,5,4,4,4,3,1,3,2,2,3,1,2,"Chinese",3.14285714285714,2.6,2.66666666666667,2.66666666666667,3.66666666666667,1.33333333333333,2.66666666666667,36,17
12,100,NA,"Disagree","Neither agree nor disagree","Agree","No",NA,NA,NA,NA,"Female",NA,"Malay",NA,"College/Pre-university graduate","Islam",NA,3,4,2,3,2,4,3,35,5,3,1,2,1,1,1,4,4,4,3,1,2,3,3,4,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"Not Chinese",3,2.46666666666667,2,2,1,4,3.33333333333333,48,0
21,100,NA,"Disagree","Neither agree nor disagree","Agree","No",NA,NA,NA,NA,"Female",NA,"Indian",NA,"Bachelor’s degree","Hinduism",NA,1,1,1,2,1,4,2,25,1,3,3,2,3,3,3,4,4,4,4,3,3,4,3,4,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"Not Chinese",1.71428571428571,3.33333333333333,2.66666666666667,3.33333333333333,3,4,3.66666666666667,48,0
24,100,NA,"Disagree","Neither agree nor disagree","Agree","No",NA,NA,NA,NA,"Female",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,4,2,4,2,3,3,27,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese",3.14285714285714,2.93333333333333,2.66666666666667,3,3,3,3,42,0
