"term","estimate","std.error","statistic","p.value","significance","step","outcome","R2","R2_p_value","R2_annotated","N","R2_change","F_change","p_value","dataset","significance_d_cleaned","significance_d_with_outliers","significance_difference"
"Relationship_experience","0.05",0.0523782930713021,0.960078042161676,0.337648021765841,"","Step 3","Conflict_management",0.04,0.0902138801075504,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting","-0.08",0.0522889406607611,-1.518352344207,0.129786544382707,"","Step 3","Conflict_management",0.04,0.0902138801075504,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Reciprocal_filial_piety","0.13*",0.0565784407720347,2.34397527528576,0.0196122357420693,"*","Step 3","Conflict_management",0.04,0.0902138801075504,"0.04",377,NA,NA,NA,"d_cleaned","*","**","Yes"
"Authoritarian_filial_piety","-0.1",0.0560713451384863,-1.79438455783155,0.0735747065129911,"","Step 3","Conflict_management",0.04,0.0902138801075504,"0.04",377,NA,NA,NA,"d_cleaned","","*","Yes"
"Helicopter_parenting:Reciprocal_filial_piety","-0.05",0.0598789076833444,-0.77388859394143,0.439494895884172,"","Step 3","Conflict_management",0.04,0.0902138801075504,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
"Helicopter_parenting:Authoritarian_filial_piety","0.01",0.0650532006826785,0.212274911535759,0.832010413435021,"","Step 3","Conflict_management",0.04,0.0902138801075504,"0.04",377,NA,NA,NA,"d_cleaned","","","No"
NA,NA,NA,NA,NA,"*","Step 2 vs Step 1","Conflict_management",NA,NA,NA,NA,"0.026*",3.308,0.02,"d_cleaned","*","**","Yes"
NA,NA,NA,NA,NA,"","Step 3 vs Step 2","Conflict_management",NA,NA,NA,NA,"0.002",0.307,0.736,"d_cleaned","","","No"
"(Intercept)","0",0.0503301310416782,3.07746036027877e-15,0.999999999999998,"","Step 1","Social_competence",0.03,0.00892911271764319,"0.03**",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","0",0.050595572263845,-0.00358735579848896,0.997139592813453,"","Step 1","Social_competence",0.03,0.00892911271764319,"0.03**",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","-0.01",0.0516248150589443,-0.160083953454493,0.872900000961887,"","Step 1","Social_competence",0.03,0.00892911271764319,"0.03**",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","-0.01",0.0515758576144937,-0.17324690300789,0.862549602408856,"","Step 1","Social_competence",0.03,0.00892911271764319,"0.03**",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.19***",0.0509009038504757,3.66721504798392,0.000280153370240268,"***","Step 1","Social_competence",0.03,0.00892911271764319,"0.03**",385,NA,NA,NA,"d_with_outliers","***","***","No"
"(Intercept)","0",0.0492915018400188,2.3770944482517e-16,1,"","Step 2","Social_competence",0.08,3.5475656662577e-05,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","-0.02",0.0498201013707098,-0.443977896866001,0.657313284279568,"","Step 2","Social_competence",0.08,3.5475656662577e-05,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","-0.01",0.050812237717672,-0.154310581791085,0.877447426981191,"","Step 2","Social_competence",0.08,3.5475656662577e-05,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","0.02",0.0511787530349871,0.436862483319874,0.662461189873414,"","Step 2","Social_competence",0.08,3.5475656662577e-05,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.2***",0.0503916566175915,3.96230796438172,8.87806222573463e-05,"***","Step 2","Social_competence",0.08,3.5475656662577e-05,"0.08***",385,NA,NA,NA,"d_with_outliers","***","***","No"
"Helicopter_parenting","-0.12*",0.0504406886417692,-2.38983540671876,0.0173464239105637,"*","Step 2","Social_competence",0.08,3.5475656662577e-05,"0.08***",385,NA,NA,NA,"d_with_outliers","*","*","No"
"Reciprocal_filial_piety","0.18***",0.0535398575058883,3.33279770609977,0.00094487785451042,"***","Step 2","Social_competence",0.08,3.5475656662577e-05,"0.08***",385,NA,NA,NA,"d_with_outliers","**","***","Yes"
"Authoritarian_filial_piety","-0.04",0.0535625652291163,-0.653986804025757,0.513519022154627,"","Step 2","Social_competence",0.08,3.5475656662577e-05,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
"(Intercept)","0.01",0.0499756986993029,0.11540911039558,0.908182630831587,"","Step 3","Social_competence",0.09,4.7378103777925e-05,"0.09***",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","-0.02",0.0497703340963129,-0.37495604503541,0.707905123409696,"","Step 3","Social_competence",0.09,4.7378103777925e-05,"0.09***",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","0",0.0507553054589005,-0.0924907424761061,0.926357536551571,"","Step 3","Social_competence",0.09,4.7378103777925e-05,"0.09***",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","0.02",0.0511196074941003,0.435790238429187,0.6632396719802,"","Step 3","Social_competence",0.09,4.7378103777925e-05,"0.09***",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.21***",0.0504639947645211,4.09203708868142,5.23807504022423e-05,"***","Step 3","Social_competence",0.09,4.7378103777925e-05,"0.09***",385,NA,NA,NA,"d_with_outliers","***","***","No"
"Helicopter_parenting","-0.11*",0.0509503935666865,-2.10202717024013,0.0362173261821159,"*","Step 3","Social_competence",0.09,4.7378103777925e-05,"0.09***",385,NA,NA,NA,"d_with_outliers","*","*","No"
"Reciprocal_filial_piety","0.17**",0.0540609268855919,3.20401650478034,0.00147126732896672,"**","Step 3","Social_competence",0.09,4.7378103777925e-05,"0.09***",385,NA,NA,NA,"d_with_outliers","*","**","Yes"
"Authoritarian_filial_piety","-0.03",0.0537259088295536,-0.551663984534672,0.581507167529344,"","Step 3","Social_competence",0.09,4.7378103777925e-05,"0.09***",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting:Reciprocal_filial_piety","0.08",0.0511573893243184,1.50315021088944,0.133641964730287,"","Step 3","Social_competence",0.09,4.7378103777925e-05,"0.09***",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting:Authoritarian_filial_piety","0.02",0.0590263005672163,0.312301496608347,0.754984984759487,"","Step 3","Social_competence",0.09,4.7378103777925e-05,"0.09***",385,NA,NA,NA,"d_with_outliers","","","No"
NA,NA,NA,NA,NA,"***","Step 2 vs Step 1","Social_competence",NA,NA,NA,NA,"0.047***",6.394,0,"d_with_outliers","**","***","Yes"
NA,NA,NA,NA,NA,"","Step 3 vs Step 2","Social_competence",NA,NA,NA,NA,"0.008",1.659,0.192,"d_with_outliers","","","No"
"(Intercept)","0",0.0502147213950843,-1.02760675047288e-14,0.999999999999992,"","Step 1","Relationship_initiation",0.04,0.00414277846562391,"0.04**",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","-0.11*",0.0504795539465203,-2.17775468335068,0.0300387545096344,"*","Step 1","Relationship_initiation",0.04,0.00414277846562391,"0.04**",385,NA,NA,NA,"d_with_outliers","*","*","No"
"Age","0.01",0.0515064366335733,0.211299263893464,0.832767028899293,"","Step 1","Relationship_initiation",0.04,0.00414277846562391,"0.04**",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","0.03",0.0514575914511265,0.505267214782633,0.613664086463061,"","Step 1","Relationship_initiation",0.04,0.00414277846562391,"0.04**",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.17***",0.0507841853917093,3.37452360904078,0.000815594819183186,"***","Step 1","Relationship_initiation",0.04,0.00414277846562391,"0.04**",385,NA,NA,NA,"d_with_outliers","***","***","No"
"(Intercept)","0",0.0497620418469948,-1.17409573864903e-14,0.999999999999991,"","Step 2","Relationship_initiation",0.06,0.000726554355431256,"0.06***",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","-0.13*",0.0502956874245209,-2.49635483626895,0.0129739259944769,"*","Step 2","Relationship_initiation",0.06,0.000726554355431256,"0.06***",385,NA,NA,NA,"d_with_outliers","**","*","Yes"
"Age","0.01",0.0512972947720856,0.143103542934293,0.886284860776461,"","Step 2","Relationship_initiation",0.06,0.000726554355431256,"0.06***",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","0.05",0.0516673088693835,0.900109630885583,0.368636505362466,"","Step 2","Relationship_initiation",0.06,0.000726554355431256,"0.06***",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.19***",0.0508726987764068,3.66684190743335,0.000280839060121981,"***","Step 2","Relationship_initiation",0.06,0.000726554355431256,"0.06***",385,NA,NA,NA,"d_with_outliers","***","***","No"
"Helicopter_parenting","-0.13*",0.0509221988636002,-2.5451750138719,0.0113199192125215,"*","Step 2","Relationship_initiation",0.06,0.000726554355431256,"0.06***",385,NA,NA,NA,"d_with_outliers","*","*","No"
"Reciprocal_filial_piety","0.08",0.0540509526030934,1.47643160100636,0.140662834630839,"","Step 2","Relationship_initiation",0.06,0.000726554355431256,"0.06***",385,NA,NA,NA,"d_with_outliers","","","No"
"Authoritarian_filial_piety","0.01",0.0540738770957817,0.17945748569619,0.857674907556923,"","Step 2","Relationship_initiation",0.06,0.000726554355431256,"0.06***",385,NA,NA,NA,"d_with_outliers","","","No"
"(Intercept)","0.01",0.0497904983706222,0.150657819993161,0.880326653051559,"","Step 3","Relationship_initiation",0.1,1.49373794414124e-05,"0.1***",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","-0.12*",0.0495858948093577,-2.39067612552381,0.0173099917836704,"*","Step 3","Relationship_initiation",0.1,1.49373794414124e-05,"0.1***",385,NA,NA,NA,"d_with_outliers","*","*","No"
"Age","0.01",0.0505672160574929,0.264353711071003,0.791652601697573,"","Step 3","Relationship_initiation",0.1,1.49373794414124e-05,"0.1***",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","0.05",0.0509301680594082,0.926727370946094,0.354664139990232,"","Step 3","Relationship_initiation",0.1,1.49373794414124e-05,"0.1***",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.2***",0.0502769849045256,3.99440040804195,7.80730358237156e-05,"***","Step 3","Relationship_initiation",0.1,1.49373794414124e-05,"0.1***",385,NA,NA,NA,"d_with_outliers","***","***","No"
"Helicopter_parenting","-0.1*",0.0507615812062683,-2.00304062136933,0.0458921875678963,"*","Step 3","Relationship_initiation",0.1,1.49373794414124e-05,"0.1***",385,NA,NA,NA,"d_with_outliers","*","*","No"
"Reciprocal_filial_piety","0.07",0.0538605874868725,1.35749502588156,0.17544033421414,"","Step 3","Relationship_initiation",0.1,1.49373794414124e-05,"0.1***",385,NA,NA,NA,"d_with_outliers","","","No"
"Authoritarian_filial_piety","0.02",0.0535268109433235,0.342127393852081,0.732446683427117,"","Step 3","Relationship_initiation",0.1,1.49373794414124e-05,"0.1***",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting:Reciprocal_filial_piety","0.14**",0.0509678098774292,2.72369892880265,0.00675743748150223,"**","Step 3","Relationship_initiation",0.1,1.49373794414124e-05,"0.1***",385,NA,NA,NA,"d_with_outliers","*","**","Yes"
"Helicopter_parenting:Authoritarian_filial_piety","0.06",0.0588075604485112,1.10465618932122,0.270016861531962,"","Step 3","Relationship_initiation",0.1,1.49373794414124e-05,"0.1***",385,NA,NA,NA,"d_with_outliers","","","No"
NA,NA,NA,NA,NA,"*","Step 2 vs Step 1","Relationship_initiation",NA,NA,NA,NA,"0.025*",3.315,0.02,"d_with_outliers","*","*","No"
NA,NA,NA,NA,NA,"**","Step 3 vs Step 2","Relationship_initiation",NA,NA,NA,NA,"0.032**",6.724,0.001,"d_with_outliers","**","**","No"
"(Intercept)","0",0.0505641529151736,-3.41915674125358e-15,0.999999999999997,"","Step 1","Negative_assertion",0.03,0.0403905158498664,"0.03*",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","0.11*",0.0508308283692175,2.06839052527579,0.039279315434951,"*","Step 1","Negative_assertion",0.03,0.0403905158498664,"0.03*",385,NA,NA,NA,"d_with_outliers","*","*","No"
"Age","-0.01",0.0518648568726432,-0.134842361382535,0.89280790503309,"","Step 1","Negative_assertion",0.03,0.0403905158498664,"0.03*",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","-0.02",0.0518156717889507,-0.383413330921643,0.701627731016855,"","Step 1","Negative_assertion",0.03,0.0403905158498664,"0.03*",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.11*",0.0511375796674298,2.17226737805596,0.0304531527479485,"*","Step 1","Negative_assertion",0.03,0.0403905158498664,"0.03*",385,NA,NA,NA,"d_with_outliers","*","*","No"
"(Intercept)","0",0.0503714146445718,-4.1100630568507e-15,0.999999999999997,"","Step 2","Negative_assertion",0.04,0.0263410655748715,"0.04*",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","0.09",0.0509115951046393,1.84911309893514,0.0652241304114075,"","Step 2","Negative_assertion",0.04,0.0263410655748715,"0.04*",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","-0.01",0.0519254678707601,-0.284210378946385,0.776405196453223,"","Step 2","Negative_assertion",0.04,0.0263410655748715,"0.04*",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","0",0.052300013062789,-0.083360661618268,0.93360901096395,"","Step 2","Negative_assertion",0.04,0.0263410655748715,"0.04*",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.13*",0.051495672384865,2.48120913249017,0.0135289806471009,"*","Step 2","Negative_assertion",0.04,0.0263410655748715,"0.04*",385,NA,NA,NA,"d_with_outliers","*","*","No"
"Helicopter_parenting","-0.1",0.0515457786370286,-1.96618883576469,0.0500101501127668,"","Step 2","Negative_assertion",0.04,0.0263410655748715,"0.04*",385,NA,NA,NA,"d_with_outliers","","","No"
"Reciprocal_filial_piety","0.03",0.0547128462669572,0.522702801050974,0.601488121958988,"","Step 2","Negative_assertion",0.04,0.0263410655748715,"0.04*",385,NA,NA,NA,"d_with_outliers","","","No"
"Authoritarian_filial_piety","0.06",0.0547360514869171,1.15774108210132,0.247702653220484,"","Step 2","Negative_assertion",0.04,0.0263410655748715,"0.04*",385,NA,NA,NA,"d_with_outliers","","","No"
"(Intercept)","0.01",0.0512613212631427,0.101820328301456,0.918953710675538,"","Step 3","Negative_assertion",0.04,0.0601435700177763,"0.04",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","0.1",0.0510506736651313,1.8644507407643,0.0630395000190878,"","Step 3","Negative_assertion",0.04,0.0601435700177763,"0.04",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","-0.01",0.0520609833709825,-0.259629319885798,0.795292193994513,"","Step 3","Negative_assertion",0.04,0.0601435700177763,"0.04",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","-0.01",0.0524346570593796,-0.097159077797794,0.922651971311712,"","Step 3","Negative_assertion",0.04,0.0601435700177763,"0.04",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.13*",0.0517621787223107,2.50133089170623,0.0127983025657486,"*","Step 3","Negative_assertion",0.04,0.0601435700177763,"0.04",385,NA,NA,NA,"d_with_outliers","*","*","No"
"Helicopter_parenting","-0.1",0.0522610901114206,-1.87232462211262,0.0619397264480172,"","Step 3","Negative_assertion",0.04,0.0601435700177763,"0.04",385,NA,NA,NA,"d_with_outliers","","","No"
"Reciprocal_filial_piety","0.02",0.0554516417577219,0.428829074233108,0.668293850852717,"","Step 3","Negative_assertion",0.04,0.0601435700177763,"0.04",385,NA,NA,NA,"d_with_outliers","","","No"
"Authoritarian_filial_piety","0.07",0.0551080053775112,1.214369581764,0.225370784712431,"","Step 3","Negative_assertion",0.04,0.0601435700177763,"0.04",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting:Reciprocal_filial_piety","0.04",0.0524734108254524,0.712091119767327,0.476851131395849,"","Step 3","Negative_assertion",0.04,0.0601435700177763,"0.04",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting:Authoritarian_filial_piety","-0.02",0.0605447494502584,-0.286541681029366,0.774621516629864,"","Step 3","Negative_assertion",0.04,0.0601435700177763,"0.04",385,NA,NA,NA,"d_with_outliers","","","No"
NA,NA,NA,NA,NA,"","Step 2 vs Step 1","Negative_assertion",NA,NA,NA,NA,"0.015",1.971,0.118,"d_with_outliers","","","No"
NA,NA,NA,NA,NA,"","Step 3 vs Step 2","Negative_assertion",NA,NA,NA,NA,"0.001",0.254,0.776,"d_with_outliers","","","No"
"(Intercept)","0",0.0506412479564352,-3.12633577435576e-15,0.999999999999998,"","Step 1","Emotional_support",0.02,0.065191261194731,"0.02",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","0.04",0.0509083300098968,0.822604261758841,0.411248958386909,"","Step 1","Emotional_support",0.02,0.065191261194731,"0.02",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","0",0.0519439350940727,0.0831302303937413,0.933791761191974,"","Step 1","Emotional_support",0.02,0.065191261194731,"0.02",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","-0.1",0.0518946750180025,-1.88489428071112,0.0602069645834202,"","Step 1","Emotional_support",0.02,0.065191261194731,"0.02",385,NA,NA,NA,"d_with_outliers","*","","Yes"
"Relationship_experience","0.09",0.0512155490110692,1.83205488203854,0.0677257466319325,"","Step 1","Emotional_support",0.02,0.065191261194731,"0.02",385,NA,NA,NA,"d_with_outliers","","","No"
"(Intercept)","0",0.0495181370804498,-6.58705739505896e-15,0.999999999999995,"","Step 2","Emotional_support",0.07,0.000155039352984185,"0.07***",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","0.02",0.0500491670358034,0.422649002091155,0.672792326147848,"","Step 2","Emotional_support",0.07,0.000155039352984185,"0.07***",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","0.01",0.051045865083082,0.191292716352912,0.848399246794093,"","Step 2","Emotional_support",0.07,0.000155039352984185,"0.07***",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","-0.07",0.0514140655851441,-1.30671620235118,0.192105653371965,"","Step 2","Emotional_support",0.07,0.000155039352984185,"0.07***",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.1",0.0506233502115565,1.95779533654391,0.0509913150108806,"","Step 2","Emotional_support",0.07,0.000155039352984185,"0.07***",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting","-0.07",0.0506726076779336,-1.46868693744077,0.142751605106784,"","Step 2","Emotional_support",0.07,0.000155039352984185,"0.07***",385,NA,NA,NA,"d_with_outliers","","","No"
"Reciprocal_filial_piety","0.22***",0.0537860260750236,4.03822765587265,6.52662874082754e-05,"***","Step 2","Emotional_support",0.07,0.000155039352984185,"0.07***",385,NA,NA,NA,"d_with_outliers","***","***","No"
"Authoritarian_filial_piety","-0.08",0.0538088382050991,-1.52092871831044,0.129115972805068,"","Step 2","Emotional_support",0.07,0.000155039352984185,"0.07***",385,NA,NA,NA,"d_with_outliers","","","No"
"(Intercept)","0.01",0.0502414089162912,0.128459102871691,0.897854525093933,"","Step 3","Emotional_support",0.08,0.000238125789209969,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","0.02",0.0500349524331546,0.485270738757416,0.62776768222084,"","Step 3","Emotional_support",0.08,0.000238125789209969,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","0.01",0.0510251606800938,0.249197735768161,0.803344264369972,"","Step 3","Emotional_support",0.08,0.000238125789209969,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","-0.07",0.051391399632142,-1.3136200732293,0.189777189599528,"","Step 3","Emotional_support",0.08,0.000238125789209969,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.11*",0.0507323011483828,2.07295411052162,0.0388590914244862,"*","Step 3","Emotional_support",0.08,0.000238125789209969,"0.08***",385,NA,NA,NA,"d_with_outliers","","*","Yes"
"Helicopter_parenting","-0.06",0.0512212860300755,-1.21929708173703,0.223497824891625,"","Step 3","Emotional_support",0.08,0.000238125789209969,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
"Reciprocal_filial_piety","0.21***",0.0543483573965645,3.88826602063252,0.000119401412884207,"***","Step 3","Emotional_support",0.08,0.000238125789209969,"0.08***",385,NA,NA,NA,"d_with_outliers","**","***","Yes"
"Authoritarian_filial_piety","-0.08",0.0540115581203997,-1.41226194268298,0.158702153683992,"","Step 3","Emotional_support",0.08,0.000238125789209969,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting:Reciprocal_filial_piety","0.07",0.0514293823403581,1.45068934385657,0.147702315445683,"","Step 3","Emotional_support",0.08,0.000238125789209969,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting:Authoritarian_filial_piety","0.01",0.0593401309195661,0.144019944810197,0.885562083613155,"","Step 3","Emotional_support",0.08,0.000238125789209969,"0.08***",385,NA,NA,NA,"d_with_outliers","","","No"
NA,NA,NA,NA,NA,"***","Step 2 vs Step 1","Emotional_support",NA,NA,NA,NA,"0.05***",6.811,0,"d_with_outliers","**","***","Yes"
NA,NA,NA,NA,NA,"","Step 3 vs Step 2","Emotional_support",NA,NA,NA,NA,"0.007",1.388,0.251,"d_with_outliers","","","No"
"(Intercept)","0",0.0504488971173824,-1.32076054628108e-15,0.999999999999999,"","Step 1","Self_disclosure",0.03,0.019384334484674,"0.03*",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","0.02",0.0507149647120945,0.311870298327152,0.755310139389478,"","Step 1","Self_disclosure",0.03,0.019384334484674,"0.03*",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","0.03",0.0517466362536563,0.597644922900021,0.550432859473153,"","Step 1","Self_disclosure",0.03,0.019384334484674,"0.03*",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","0.05",0.0516975632823148,1.01989088402316,0.308429082146235,"","Step 1","Self_disclosure",0.03,0.019384334484674,"0.03*",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.16**",0.0510210168022007,3.22414881101694,0.00137275763722321,"**","Step 1","Self_disclosure",0.03,0.019384334484674,"0.03*",385,NA,NA,NA,"d_with_outliers","**","**","No"
"(Intercept)","0",0.0502062343698613,-3.4986119829559e-15,0.999999999999997,"","Step 2","Self_disclosure",0.05,0.0104399214635951,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","0",0.050744643445158,0.080856244649701,0.935599183642449,"","Step 2","Self_disclosure",0.05,0.0104399214635951,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","0.03",0.0517551914727697,0.600103756759715,0.548797623510732,"","Step 2","Self_disclosure",0.05,0.0104399214635951,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","0.07",0.0521285084388663,1.40078273964281,0.162101598564206,"","Step 2","Self_disclosure",0.05,0.0104399214635951,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.17**",0.0513268053921282,3.30091947058948,0.00105561986250865,"**","Step 2","Self_disclosure",0.05,0.0104399214635951,"0.05*",385,NA,NA,NA,"d_with_outliers","**","**","No"
"Helicopter_parenting","-0.01",0.0513767473335501,-0.271461583704756,0.786184626463285,"","Step 2","Self_disclosure",0.05,0.0104399214635951,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Reciprocal_filial_piety","0.13*",0.0545334293686958,2.43135240497354,0.0155077922284406,"*","Step 2","Self_disclosure",0.05,0.0104399214635951,"0.05*",385,NA,NA,NA,"d_with_outliers","","*","Yes"
"Authoritarian_filial_piety","-0.01",0.0545565584930243,-0.156533784090815,0.875696081613955,"","Step 2","Self_disclosure",0.05,0.0104399214635951,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"(Intercept)","0",0.0511116149676147,0.022965026801408,0.981690384915572,"","Step 3","Self_disclosure",0.05,0.0292818730632379,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","0.01",0.0509015825560789,0.0993563903354063,0.920908397851625,"","Step 3","Self_disclosure",0.05,0.0292818730632379,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","0.03",0.0519089416996021,0.614377410251554,0.539338521020458,"","Step 3","Self_disclosure",0.05,0.0292818730632379,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","0.07",0.0522815240914378,1.39788881345361,0.162972762226772,"","Step 3","Self_disclosure",0.05,0.0292818730632379,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.17***",0.0516110096959565,3.32011184228103,0.000988066803131506,"***","Step 3","Self_disclosure",0.05,0.0292818730632379,"0.05*",385,NA,NA,NA,"d_with_outliers","**","***","Yes"
"Helicopter_parenting","-0.01",0.0521084640376471,-0.195161823455023,0.845371960662952,"","Step 3","Self_disclosure",0.05,0.0292818730632379,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Reciprocal_filial_piety","0.13*",0.0552896978268216,2.37905852911357,0.0178566761144207,"*","Step 3","Self_disclosure",0.05,0.0292818730632379,"0.05*",385,NA,NA,NA,"d_with_outliers","","*","Yes"
"Authoritarian_filial_piety","-0.01",0.0549470650206161,-0.132556460109426,0.894615265363047,"","Step 3","Self_disclosure",0.05,0.0292818730632379,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting:Reciprocal_filial_piety","0.02",0.0523201646789461,0.37305583307889,0.709317669247934,"","Step 3","Self_disclosure",0.05,0.0292818730632379,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting:Authoritarian_filial_piety","0.01",0.0603679313361223,0.12982934870133,0.89677105287824,"","Step 3","Self_disclosure",0.05,0.0292818730632379,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
NA,NA,NA,NA,NA,"","Step 2 vs Step 1","Self_disclosure",NA,NA,NA,NA,"0.017",2.227,0.085,"d_with_outliers","","","No"
NA,NA,NA,NA,NA,"","Step 3 vs Step 2","Self_disclosure",NA,NA,NA,NA,"0.001",0.118,0.888,"d_with_outliers","","","No"
"(Intercept)","0",0.0508951720769477,-4.51428121656631e-16,1,"","Step 1","Conflict_management",0.01,0.284225218683305,"0.01",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","-0.06",0.0511635933267813,-1.25466924779954,0.21036998690059,"","Step 1","Conflict_management",0.01,0.284225218683305,"0.01",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","-0.07",0.0522043911169193,-1.42465119538637,0.15507878261816,"","Step 1","Conflict_management",0.01,0.284225218683305,"0.01",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","0.01",0.0521548840421673,0.101612257435609,0.91911804392195,"","Step 1","Conflict_management",0.01,0.284225218683305,"0.01",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.07",0.0514723527780378,1.37081100626596,0.171242980520445,"","Step 1","Conflict_management",0.01,0.284225218683305,"0.01",385,NA,NA,NA,"d_with_outliers","","","No"
"(Intercept)","0",0.050178786801841,-2.61433255858418e-15,0.999999999999998,"","Step 2","Conflict_management",0.05,0.00891586738833785,"0.05**",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","-0.08",0.0507169015308298,-1.54978658976178,0.122031773656225,"","Step 2","Conflict_management",0.05,0.00891586738833785,"0.05**",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","-0.07",0.051726897095464,-1.25747792380173,0.209359017850464,"","Step 2","Conflict_management",0.05,0.00891586738833785,"0.05**",385,NA,NA,NA,"d_with_outliers","","","No"
